0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0.015057185392743545,0.032242355472105196,0.034672764136040854,0.03882742415561868,0.04518375993104349,0.03473712472496811,0.043912794395229236,0.05765349487185243,0.0460472328508768,0.0812315705328984,0.031161480879459122,0.050173175941618194,0.058980211665737824,0.056063538785548844,0.08999600184358317,0.035227013242957454,0.04224706479976292,0.04556515230932265,0.041792956433975105,0.058839427026795475,0.04314173237235492,0.042169395627587265,0.04054790632729138,0.03995773931783254,0.028358844497592958
0.00893893953907234,0.02765953295772841,0.040167529070401775,0.03973909077062131,0.04081483691093161,0.04654862248307342,0.058970070286243424,0.045671279123390786,0.05151593061148701,0.05561691831949574,0.05434290661054707,0.05731293252376001,0.05184949136052528,0.059412487339597586,0.04403750041535058,0.040823611005169735,0.040533939780139326,0.0490794507091139,0.0535471456229899,0.04615949052436901,0.041188388823045916,0.05756349777138609,0.040072470961256414,0.051466246514584146,0.03156488915997573
0.014730711050699443,0.030891715479190236,0.038356431573765705,0.04088149468101126,0.03940123104126869,0.03748205427752355,0.04758859336040989,0.04731389839554539,0.05099969683371096,0.05476832123203862,0.036158202870356704,0.042280832363782966,0.05114058982368017,0.057586497007112526,0.056419457938273576,0.04996089963323493,0.05149797114988339,0.06004347912458488,0.05129405077758097,0.047467854603519835,0.0448768588911476,0.05196657220448091,0.04786040270183853,0.04950729950088857,0.03318470149151441
0.014513610639050297,0.03195740977811337,0.03685828282018413,0.04073640153866522,0.04118919458707535,0.03479112092491442,0.04963923672673174,0.04213908270928313,0.05496728500420789,0.05218974572203526,0.04704478855466331,0.05816147964502538,0.05041774786356332,0.05569830624195749,0.05082011152303011,0.04610442471933814,0.05548072342409628,0.05404835840140826,0.04898297238284847,0.046607645500282305,0.045913368487912914,0.04817242098147731,0.051646665549569926,0.042939706487144104,0.03340682699458791
0.00889737940387456,0.034247761788856274,0.03386556552125678,0.04240403372722838,0.040944829577902686,0.02817041060769503,0.050249192912280305,0.049313316748162465,0.04573598770166142,0.04457487485053001,0.06305586622025813,0.061829179921675304,0.049467082990464324,0.04077310215888125,0.04718405810178063,0.06436534127022038,0.07061349844925739,0.04715309514633493,0.05901067529589638,0.043913097717681746,0.031175275756289703,0.05147574157391991,0.049646162213728265,0.043643315462472215,0.0328197365560282
0.015182750317930125,0.030922409655232113,0.038827435262299974,0.040420398279414224,0.03978027267700994,0.03615647191401217,0.04835631274409785,0.04682940206482549,0.05793423609397652,0.05197915470141274,0.045769956688926416,0.0495723177409888,0.048602571472436656,0.04804848456781787,0.061311539809443164,0.04940757670547376,0.05692160390439287,0.043919979433588156,0.056221778399483405,0.04580232365711485,0.042850665006000946,0.055565047697166976,0.042681332100447486,0.0471857899580072,0.03341665617965513
0.014690155391486945,0.030967566280618773,0.03798097845956605,0.03885768177261021,0.03869045099999675,0.03865481824533899,0.05108644313875556,0.04563963360965552,0.05530436799961117,0.04322015072537043,0.043935173281331424,0.04866313940084964,0.056301033209761604,0.05321701144992077,0.044877439345934314,0.048761495856701705,0.058618410847275274,0.05634386493264759,0.04498348074596836,0.04712366909035285,0.045712827715807154,0.05024589782016749,0.050895072363950265,0.05561755521256848,0.03338253353348167
0.17025162975818967,0.39349568829626,0.6644680314921968,0.7862726196845558,0.622002152268256,0.4930765160079068,0.8937015815428891,1.2555919159887008,1.3187297272805913,0.9985935264468971,0.8418258955254947,1.3509134349511287,1.7002433303177367,1.6609389762223943,1.229935322409191,0.929848416417349,1.4043703511336514,1.6378951996856512,1.5131555334395332,1.0812828246971444,0.6873528207436476,1.0293519689406072,1.1391702649629938,0.9725103775115145,0.6804167744199141
0.015011245549401229,0.03203754922107657,0.036550632369426406,0.03732505586535789,0.04239163891112951,0.03716939118053624,0.043552365525833775,0.05600970290949669,0.05940812508610643,0.0484182190838801,0.042449207356875525,0.059678676155751655,0.04998079685187626,0.04959247503937073,0.04922206460664636,0.049915904421205436,0.0495996648082539,0.04797472528017134,0.04789173004392171,0.05184170113289492,0.045547974885929085,0.04886800730236126,0.05129487400338674,0.050064095873443175,0.03184422024533875
0.014864508499553997,0.030498942075412913,0.038903080603892866,0.039949868352513365,0.03994667763959624,0.03718524354100378,0.05072245411467282,0.043702735898941164,0.059574584070190145,0.04962876649392541,0.04459442073562367,0.04428444260267396,0.05529164221277708,0.05414278478540378,0.04770683447121669,0.04702363185875136,0.050078837647599794,0.04951434205803274,0.05945996104552228,0.05045001005635831,0.04574869629740303,0.050532031170390394,0.048988377197146916,0.04873145696763275,0.03206893585776942
